audio_name,dialect,gender,speaker
ViSpeech_00081.mp3,North,Male,SPK0004
ViSpeech_00082.mp3,North,Male,SPK0004
ViSpeech_00083.mp3,North,Male,SPK0004
ViSpeech_00084.mp3,North,Male,SPK0004
ViSpeech_00085.mp3,North,Male,SPK0004
ViSpeech_00086.mp3,North,Male,SPK0005
ViSpeech_00087.mp3,North,Male,SPK0005
ViSpeech_00088.mp3,North,Male,SPK0005
ViSpeech_00089.mp3,North,Male,SPK0005
ViSpeech_00090.mp3,North,Male,SPK0005
ViSpeech_00091.mp3,North,Male,SPK0005
ViSpeech_00092.mp3,North,Male,SPK0005
ViSpeech_00093.mp3,North,Male,SPK0005
ViSpeech_00094.mp3,North,Male,SPK0005
ViSpeech_00095.mp3,North,Male,SPK0005
ViSpeech_00096.mp3,North,Male,SPK0005
ViSpeech_00097.mp3,North,Male,SPK0005
ViSpeech_00098.mp3,North,Male,SPK0005
ViSpeech_00099.mp3,North,Male,SPK0005
ViSpeech_00100.mp3,North,Male,SPK0005
ViSpeech_00101.mp3,North,Male,SPK0005
ViSpeech_00102.mp3,North,Male,SPK0005
ViSpeech_00103.mp3,North,Male,SPK0005
ViSpeech_00104.mp3,North,Male,SPK0005
ViSpeech_00105.mp3,North,Male,SPK0005
ViSpeech_00106.mp3,North,Male,SPK0005
ViSpeech_00107.mp3,North,Male,SPK0005
ViSpeech_00108.mp3,North,Male,SPK0005
ViSpeech_00109.mp3,North,Male,SPK0005
ViSpeech_00110.mp3,North,Male,SPK0005
ViSpeech_00111.mp3,North,Male,SPK0005
ViSpeech_00112.mp3,North,Male,SPK0005
ViSpeech_00113.mp3,South,Female,SPK0006
ViSpeech_00114.mp3,South,Female,SPK0006
ViSpeech_00115.mp3,South,Female,SPK0006
ViSpeech_00116.mp3,South,Female,SPK0006
ViSpeech_00117.mp3,South,Female,SPK0006
ViSpeech_00118.mp3,South,Female,SPK0006
ViSpeech_00119.mp3,South,Female,SPK0006
ViSpeech_00120.mp3,South,Female,SPK0006
ViSpeech_00121.mp3,South,Female,SPK0006
ViSpeech_00122.mp3,South,Female,SPK0006
ViSpeech_00123.mp3,South,Female,SPK0006
ViSpeech_00124.mp3,South,Female,SPK0006
ViSpeech_00125.mp3,South,Female,SPK0006
ViSpeech_00126.mp3,South,Female,SPK0006
ViSpeech_00127.mp3,South,Female,SPK0006
ViSpeech_00128.mp3,South,Female,SPK0006
ViSpeech_00129.mp3,South,Female,SPK0006
ViSpeech_00130.mp3,South,Female,SPK0006
ViSpeech_00131.mp3,South,Female,SPK0006
ViSpeech_00132.mp3,South,Female,SPK0006
ViSpeech_00133.mp3,South,Female,SPK0006
ViSpeech_00134.mp3,South,Female,SPK0006
ViSpeech_00135.mp3,South,Female,SPK0006
ViSpeech_00136.mp3,South,Female,SPK0006
ViSpeech_00137.mp3,South,Female,SPK0006
ViSpeech_00138.mp3,South,Female,SPK0006
ViSpeech_00139.mp3,South,Female,SPK0006
ViSpeech_00140.mp3,South,Female,SPK0006
ViSpeech_00141.mp3,South,Female,SPK0006
ViSpeech_00142.mp3,South,Female,SPK0006
ViSpeech_00143.mp3,South,Female,SPK0006
ViSpeech_00144.mp3,South,Female,SPK0006
ViSpeech_00145.mp3,South,Female,SPK0006
ViSpeech_00146.mp3,South,Female,SPK0006
ViSpeech_00147.mp3,South,Male,SPK0007
ViSpeech_00148.mp3,South,Male,SPK0007
ViSpeech_00149.mp3,South,Male,SPK0007
ViSpeech_00150.mp3,South,Male,SPK0007
ViSpeech_00151.mp3,South,Male,SPK0007
ViSpeech_00152.mp3,South,Male,SPK0007
ViSpeech_00153.mp3,South,Male,SPK0007
ViSpeech_00154.mp3,South,Male,SPK0007
ViSpeech_00155.mp3,South,Male,SPK0007
ViSpeech_00156.mp3,South,Male,SPK0007
ViSpeech_00157.mp3,South,Male,SPK0007
ViSpeech_00158.mp3,South,Male,SPK0007
ViSpeech_00159.mp3,South,Male,SPK0007
ViSpeech_00160.mp3,South,Male,SPK0007
ViSpeech_00161.mp3,South,Male,SPK0007
ViSpeech_00162.mp3,South,Male,SPK0007
ViSpeech_00163.mp3,South,Male,SPK0007
ViSpeech_00164.mp3,South,Male,SPK0007
ViSpeech_00165.mp3,South,Male,SPK0007
ViSpeech_00166.mp3,South,Male,SPK0007
ViSpeech_00167.mp3,South,Male,SPK0007
ViSpeech_00168.mp3,South,Male,SPK0007
ViSpeech_00169.mp3,South,Male,SPK0007
ViSpeech_00170.mp3,South,Male,SPK0007
ViSpeech_00171.mp3,South,Male,SPK0007
ViSpeech_00172.mp3,South,Male,SPK0007
ViSpeech_00173.mp3,South,Male,SPK0007
ViSpeech_00174.mp3,North,Female,SPK0008
ViSpeech_00175.mp3,North,Female,SPK0008
ViSpeech_00176.mp3,North,Female,SPK0008
ViSpeech_00177.mp3,South,Female,SPK0009
ViSpeech_00178.mp3,South,Female,SPK0009
ViSpeech_00179.mp3,South,Female,SPK0009
ViSpeech_00180.mp3,South,Female,SPK0009
ViSpeech_00181.mp3,South,Female,SPK0009
ViSpeech_00182.mp3,South,Female,SPK0009
ViSpeech_00183.mp3,South,Female,SPK0009
ViSpeech_00184.mp3,South,Female,SPK0009
ViSpeech_00185.mp3,South,Female,SPK0009
ViSpeech_00186.mp3,South,Female,SPK0009
ViSpeech_00187.mp3,South,Female,SPK0009
ViSpeech_00188.mp3,South,Female,SPK0009
ViSpeech_00189.mp3,South,Female,SPK0009
ViSpeech_00190.mp3,South,Female,SPK0009
ViSpeech_00191.mp3,South,Female,SPK0009
ViSpeech_00192.mp3,South,Female,SPK0009
ViSpeech_00193.mp3,South,Female,SPK0009
ViSpeech_00194.mp3,South,Female,SPK0009
ViSpeech_00195.mp3,South,Female,SPK0009
ViSpeech_00196.mp3,South,Female,SPK0009
ViSpeech_00197.mp3,South,Female,SPK0009
ViSpeech_00198.mp3,South,Female,SPK0009
ViSpeech_00199.mp3,South,Female,SPK0009
ViSpeech_00200.mp3,South,Female,SPK0009
ViSpeech_00201.mp3,South,Female,SPK0009
ViSpeech_00202.mp3,South,Female,SPK0009
ViSpeech_00203.mp3,South,Female,SPK0009
ViSpeech_00204.mp3,South,Female,SPK0009
ViSpeech_00205.mp3,South,Female,SPK0009
ViSpeech_00206.mp3,South,Female,SPK0009
ViSpeech_00207.mp3,South,Female,SPK0009
ViSpeech_00208.mp3,South,Female,SPK0009
ViSpeech_00209.mp3,South,Female,SPK0009
ViSpeech_00210.mp3,South,Female,SPK0009
ViSpeech_00211.mp3,South,Female,SPK0009
ViSpeech_00212.mp3,South,Female,SPK0009
ViSpeech_00213.mp3,South,Female,SPK0009
ViSpeech_00214.mp3,North,Male,SPK0010
ViSpeech_00215.mp3,North,Male,SPK0010
ViSpeech_00216.mp3,North,Male,SPK0010
ViSpeech_00217.mp3,North,Male,SPK0010
ViSpeech_00218.mp3,North,Male,SPK0010
ViSpeech_00219.mp3,North,Male,SPK0010
ViSpeech_00220.mp3,North,Male,SPK0010
ViSpeech_00221.mp3,North,Male,SPK0010
ViSpeech_00222.mp3,North,Male,SPK0010
ViSpeech_00223.mp3,North,Male,SPK0010
ViSpeech_00224.mp3,North,Male,SPK0010
ViSpeech_00225.mp3,North,Male,SPK0010
ViSpeech_00226.mp3,North,Male,SPK0010
ViSpeech_00227.mp3,North,Male,SPK0010
ViSpeech_00228.mp3,North,Male,SPK0010
ViSpeech_00229.mp3,North,Male,SPK0010
ViSpeech_00230.mp3,North,Male,SPK0010
ViSpeech_00231.mp3,North,Male,SPK0010
ViSpeech_00232.mp3,North,Male,SPK0010
ViSpeech_00233.mp3,North,Male,SPK0010
ViSpeech_00234.mp3,North,Male,SPK0010
ViSpeech_00235.mp3,North,Male,SPK0010
ViSpeech_00236.mp3,North,Male,SPK0010
ViSpeech_00237.mp3,North,Male,SPK0010
ViSpeech_00238.mp3,North,Male,SPK0010
ViSpeech_00239.mp3,North,Male,SPK0010
ViSpeech_00240.mp3,North,Male,SPK0010
ViSpeech_00241.mp3,North,Male,SPK0010
ViSpeech_00242.mp3,North,Male,SPK0010
ViSpeech_00243.mp3,North,Male,SPK0010
ViSpeech_00244.mp3,North,Female,SPK0011
ViSpeech_00245.mp3,North,Female,SPK0011
ViSpeech_00246.mp3,North,Female,SPK0011
ViSpeech_00247.mp3,North,Female,SPK0011
ViSpeech_00248.mp3,North,Female,SPK0011
ViSpeech_00249.mp3,North,Female,SPK0011
ViSpeech_00250.mp3,North,Female,SPK0011
ViSpeech_00251.mp3,North,Female,SPK0011
ViSpeech_00252.mp3,North,Female,SPK0011
ViSpeech_00253.mp3,North,Female,SPK0011
ViSpeech_00254.mp3,North,Female,SPK0011
ViSpeech_00255.mp3,North,Female,SPK0011
ViSpeech_00256.mp3,North,Female,SPK0011
ViSpeech_00257.mp3,North,Female,SPK0011
ViSpeech_00258.mp3,North,Female,SPK0011
ViSpeech_00259.mp3,North,Female,SPK0011
ViSpeech_00260.mp3,North,Female,SPK0011
ViSpeech_00261.mp3,North,Female,SPK0011
ViSpeech_00262.mp3,North,Female,SPK0011
ViSpeech_00263.mp3,North,Female,SPK0011
ViSpeech_00264.mp3,North,Female,SPK0011
ViSpeech_00265.mp3,North,Female,SPK0011
ViSpeech_00266.mp3,North,Female,SPK0011
ViSpeech_00267.mp3,North,Female,SPK0011
ViSpeech_00268.mp3,North,Female,SPK0011
ViSpeech_00269.mp3,North,Female,SPK0011
ViSpeech_00270.mp3,North,Female,SPK0011
ViSpeech_00271.mp3,North,Female,SPK0011
ViSpeech_00272.mp3,North,Female,SPK0011
ViSpeech_00273.mp3,South,Female,SPK0012
ViSpeech_00274.mp3,South,Female,SPK0012
ViSpeech_00275.mp3,South,Female,SPK0012
ViSpeech_00276.mp3,South,Female,SPK0012
ViSpeech_00277.mp3,South,Female,SPK0012
ViSpeech_00278.mp3,South,Female,SPK0012
ViSpeech_00279.mp3,South,Female,SPK0012
ViSpeech_00280.mp3,South,Female,SPK0012
ViSpeech_00281.mp3,South,Female,SPK0012
ViSpeech_00282.mp3,South,Female,SPK0012
ViSpeech_00283.mp3,South,Female,SPK0012
ViSpeech_00284.mp3,South,Female,SPK0012
ViSpeech_00285.mp3,South,Female,SPK0012
ViSpeech_00286.mp3,South,Female,SPK0012
ViSpeech_00287.mp3,South,Female,SPK0012
ViSpeech_00288.mp3,South,Female,SPK0012
ViSpeech_00289.mp3,South,Female,SPK0012
ViSpeech_00290.mp3,South,Female,SPK0012
ViSpeech_00291.mp3,South,Female,SPK0012
ViSpeech_00292.mp3,South,Female,SPK0012
ViSpeech_00293.mp3,South,Female,SPK0012
ViSpeech_00294.mp3,South,Female,SPK0012
ViSpeech_00295.mp3,South,Female,SPK0012
ViSpeech_00296.mp3,South,Female,SPK0012
ViSpeech_00297.mp3,South,Female,SPK0012
ViSpeech_00298.mp3,South,Female,SPK0012
ViSpeech_00299.mp3,South,Female,SPK0012
ViSpeech_00300.mp3,South,Female,SPK0012
ViSpeech_00301.mp3,South,Female,SPK0012
ViSpeech_00302.mp3,South,Female,SPK0012
ViSpeech_00303.mp3,North,Female,SPK0008
ViSpeech_00304.mp3,North,Female,SPK0008
ViSpeech_00305.mp3,North,Female,SPK0008
ViSpeech_00306.mp3,North,Female,SPK0008
ViSpeech_00307.mp3,North,Female,SPK0008
ViSpeech_00308.mp3,North,Female,SPK0008
ViSpeech_00309.mp3,North,Female,SPK0008
ViSpeech_00310.mp3,North,Female,SPK0008
ViSpeech_00311.mp3,North,Male,SPK0013
ViSpeech_00312.mp3,North,Male,SPK0013
ViSpeech_00313.mp3,North,Male,SPK0013
ViSpeech_00314.mp3,North,Male,SPK0013
ViSpeech_00315.mp3,North,Male,SPK0013
ViSpeech_00316.mp3,North,Male,SPK0013
ViSpeech_00317.mp3,North,Male,SPK0013
ViSpeech_00318.mp3,North,Male,SPK0013
ViSpeech_00319.mp3,North,Male,SPK0013
ViSpeech_00320.mp3,North,Male,SPK0013
ViSpeech_00321.mp3,North,Male,SPK0013
ViSpeech_00322.mp3,North,Male,SPK0013
ViSpeech_00323.mp3,North,Male,SPK0013
ViSpeech_00324.mp3,North,Male,SPK0013
ViSpeech_00325.mp3,North,Male,SPK0013
ViSpeech_00326.mp3,North,Male,SPK0013
ViSpeech_00327.mp3,North,Male,SPK0014
ViSpeech_00328.mp3,North,Male,SPK0014
ViSpeech_00329.mp3,North,Male,SPK0014
ViSpeech_00330.mp3,North,Male,SPK0014
ViSpeech_00331.mp3,North,Male,SPK0014
ViSpeech_00332.mp3,North,Male,SPK0014
ViSpeech_00333.mp3,Central,Female,SPK0015
ViSpeech_00334.mp3,Central,Female,SPK0015
ViSpeech_00335.mp3,Central,Female,SPK0015
ViSpeech_00336.mp3,Central,Female,SPK0015
ViSpeech_00337.mp3,Central,Female,SPK0015
ViSpeech_00338.mp3,Central,Female,SPK0015
ViSpeech_00339.mp3,Central,Female,SPK0015
ViSpeech_00340.mp3,Central,Female,SPK0015
ViSpeech_00341.mp3,Central,Female,SPK0015
ViSpeech_00342.mp3,Central,Female,SPK0015
ViSpeech_00343.mp3,Central,Female,SPK0015
ViSpeech_00344.mp3,Central,Female,SPK0015
ViSpeech_00345.mp3,Central,Female,SPK0015
ViSpeech_00346.mp3,Central,Female,SPK0015
ViSpeech_00347.mp3,Central,Female,SPK0015
ViSpeech_00348.mp3,Central,Female,SPK0015
ViSpeech_00349.mp3,Central,Female,SPK0015
ViSpeech_00350.mp3,Central,Female,SPK0015
ViSpeech_00351.mp3,Central,Female,SPK0015
ViSpeech_00352.mp3,Central,Female,SPK0015
ViSpeech_00353.mp3,Central,Female,SPK0015
ViSpeech_00354.mp3,Central,Female,SPK0015
ViSpeech_00355.mp3,Central,Female,SPK0015
ViSpeech_00356.mp3,Central,Female,SPK0015
ViSpeech_00357.mp3,Central,Male,SPK0016
ViSpeech_00358.mp3,Central,Male,SPK0016
ViSpeech_00359.mp3,Central,Male,SPK0016
ViSpeech_00360.mp3,Central,Male,SPK0016
ViSpeech_00361.mp3,Central,Male,SPK0016
ViSpeech_00362.mp3,Central,Male,SPK0016
ViSpeech_00363.mp3,Central,Male,SPK0016
ViSpeech_00364.mp3,Central,Male,SPK0016
ViSpeech_00365.mp3,Central,Male,SPK0016
ViSpeech_00366.mp3,Central,Male,SPK0016
ViSpeech_00367.mp3,Central,Male,SPK0016
ViSpeech_00368.mp3,Central,Male,SPK0016
ViSpeech_00369.mp3,Central,Male,SPK0016
ViSpeech_00370.mp3,Central,Male,SPK0016
ViSpeech_00371.mp3,Central,Male,SPK0016
ViSpeech_00372.mp3,Central,Male,SPK0016
ViSpeech_00373.mp3,Central,Male,SPK0016
ViSpeech_00374.mp3,Central,Male,SPK0016
ViSpeech_00375.mp3,Central,Male,SPK0016
ViSpeech_00376.mp3,Central,Male,SPK0016
ViSpeech_00377.mp3,Central,Male,SPK0016
ViSpeech_00378.mp3,Central,Male,SPK0016
ViSpeech_00379.mp3,Central,Male,SPK0016
ViSpeech_00380.mp3,Central,Male,SPK0016
ViSpeech_00381.mp3,Central,Male,SPK0016
ViSpeech_00382.mp3,Central,Male,SPK0016
ViSpeech_00383.mp3,Central,Male,SPK0016
ViSpeech_00384.mp3,Central,Male,SPK0016
ViSpeech_00385.mp3,Central,Male,SPK0016
ViSpeech_00386.mp3,Central,Male,SPK0016
ViSpeech_00387.mp3,Central,Male,SPK0016
ViSpeech_00388.mp3,Central,Male,SPK0016
ViSpeech_00389.mp3,Central,Male,SPK0016
ViSpeech_00390.mp3,Central,Male,SPK0016
ViSpeech_00391.mp3,Central,Male,SPK0016
ViSpeech_00392.mp3,Central,Male,SPK0016
ViSpeech_00393.mp3,Central,Male,SPK0016
ViSpeech_00394.mp3,Central,Male,SPK0016
ViSpeech_00395.mp3,Central,Male,SPK0016
ViSpeech_00396.mp3,Central,Male,SPK0016
ViSpeech_00397.mp3,Central,Male,SPK0016
ViSpeech_00398.mp3,Central,Male,SPK0016
ViSpeech_00399.mp3,Central,Male,SPK0016
ViSpeech_00400.mp3,Central,Male,SPK0016
ViSpeech_00401.mp3,Central,Male,SPK0016
ViSpeech_00402.mp3,Central,Male,SPK0016
ViSpeech_00403.mp3,Central,Male,SPK0016
ViSpeech_00404.mp3,Central,Male,SPK0016
ViSpeech_00405.mp3,Central,Male,SPK0016
ViSpeech_00406.mp3,Central,Male,SPK0016
ViSpeech_00407.mp3,Central,Male,SPK0016
ViSpeech_00408.mp3,Central,Male,SPK0017
ViSpeech_00409.mp3,Central,Male,SPK0017
ViSpeech_00410.mp3,Central,Male,SPK0017
ViSpeech_00411.mp3,Central,Male,SPK0017
ViSpeech_00412.mp3,Central,Male,SPK0017
ViSpeech_00413.mp3,Central,Male,SPK0017
ViSpeech_00414.mp3,Central,Male,SPK0017
ViSpeech_00415.mp3,Central,Male,SPK0017
ViSpeech_00416.mp3,Central,Male,SPK0017
ViSpeech_00417.mp3,Central,Male,SPK0017
ViSpeech_00418.mp3,Central,Male,SPK0017
ViSpeech_00419.mp3,Central,Male,SPK0017
ViSpeech_00420.mp3,Central,Male,SPK0017
ViSpeech_00421.mp3,Central,Male,SPK0017
ViSpeech_00422.mp3,Central,Male,SPK0017
ViSpeech_00423.mp3,Central,Male,SPK0017
ViSpeech_00424.mp3,Central,Male,SPK0017
ViSpeech_00425.mp3,Central,Male,SPK0017
ViSpeech_00426.mp3,Central,Male,SPK0017
ViSpeech_00427.mp3,Central,Male,SPK0017
ViSpeech_00428.mp3,Central,Male,SPK0017
ViSpeech_00429.mp3,Central,Male,SPK0017
ViSpeech_00430.mp3,Central,Male,SPK0017
ViSpeech_00431.mp3,Central,Male,SPK0017
ViSpeech_00432.mp3,Central,Male,SPK0017
ViSpeech_00433.mp3,Central,Male,SPK0017
ViSpeech_00434.mp3,Central,Male,SPK0017
ViSpeech_00435.mp3,Central,Male,SPK0017
ViSpeech_00436.mp3,Central,Male,SPK0017
ViSpeech_00437.mp3,North,Female,SPK0018
ViSpeech_00438.mp3,North,Female,SPK0018
ViSpeech_00439.mp3,North,Female,SPK0018
ViSpeech_00440.mp3,North,Female,SPK0018
ViSpeech_00441.mp3,North,Female,SPK0018
ViSpeech_00442.mp3,North,Female,SPK0018
ViSpeech_00443.mp3,North,Female,SPK0018
ViSpeech_00444.mp3,North,Female,SPK0018
ViSpeech_00445.mp3,North,Female,SPK0018
ViSpeech_00446.mp3,North,Female,SPK0018
ViSpeech_00447.mp3,North,Female,SPK0018
ViSpeech_00448.mp3,North,Female,SPK0018
ViSpeech_00449.mp3,North,Female,SPK0018
ViSpeech_00450.mp3,North,Female,SPK0018
ViSpeech_00451.mp3,North,Female,SPK0018
ViSpeech_00452.mp3,North,Female,SPK0018
ViSpeech_00453.mp3,North,Female,SPK0018
ViSpeech_00454.mp3,North,Female,SPK0018
ViSpeech_00455.mp3,North,Female,SPK0018
ViSpeech_00456.mp3,North,Female,SPK0018
ViSpeech_00457.mp3,North,Female,SPK0018
ViSpeech_00458.mp3,North,Female,SPK0018
ViSpeech_00459.mp3,North,Female,SPK0018
ViSpeech_00460.mp3,North,Female,SPK0018
ViSpeech_00461.mp3,North,Female,SPK0018
ViSpeech_00462.mp3,North,Female,SPK0018
ViSpeech_00463.mp3,North,Female,SPK0018
ViSpeech_00464.mp3,North,Female,SPK0018
ViSpeech_00465.mp3,North,Female,SPK0018
ViSpeech_00466.mp3,North,Female,SPK0018
ViSpeech_00467.mp3,North,Female,SPK0018
ViSpeech_00468.mp3,North,Female,SPK0018
ViSpeech_00469.mp3,North,Male,SPK0019
ViSpeech_00470.mp3,North,Male,SPK0019
ViSpeech_00471.mp3,North,Male,SPK0019
ViSpeech_00472.mp3,North,Male,SPK0019
ViSpeech_00473.mp3,North,Male,SPK0019
ViSpeech_00474.mp3,North,Male,SPK0019
ViSpeech_00475.mp3,North,Male,SPK0019
ViSpeech_00476.mp3,North,Male,SPK0019
ViSpeech_00477.mp3,North,Male,SPK0019
ViSpeech_00478.mp3,North,Male,SPK0019
ViSpeech_00479.mp3,North,Male,SPK0019
ViSpeech_00480.mp3,South,Female,SPK0020
ViSpeech_00481.mp3,South,Female,SPK0020
ViSpeech_00482.mp3,South,Female,SPK0020
ViSpeech_00483.mp3,South,Female,SPK0020
ViSpeech_00484.mp3,South,Female,SPK0020
ViSpeech_00485.mp3,South,Male,SPK0021
ViSpeech_00486.mp3,South,Male,SPK0021
ViSpeech_00487.mp3,South,Male,SPK0021
ViSpeech_00488.mp3,South,Male,SPK0021
ViSpeech_00489.mp3,South,Male,SPK0021
ViSpeech_00490.mp3,South,Male,SPK0021
ViSpeech_00491.mp3,South,Male,SPK0021
ViSpeech_00492.mp3,South,Male,SPK0021
ViSpeech_00493.mp3,South,Male,SPK0021
ViSpeech_00494.mp3,South,Male,SPK0021
ViSpeech_00495.mp3,South,Male,SPK0021
ViSpeech_00496.mp3,South,Male,SPK0021
ViSpeech_00497.mp3,South,Male,SPK0021
ViSpeech_00498.mp3,South,Male,SPK0021
ViSpeech_00499.mp3,South,Male,SPK0021
ViSpeech_00500.mp3,South,Male,SPK0021
ViSpeech_00501.mp3,South,Male,SPK0021
ViSpeech_00502.mp3,South,Male,SPK0021
ViSpeech_00503.mp3,South,Male,SPK0021
ViSpeech_00504.mp3,South,Male,SPK0021
ViSpeech_00505.mp3,South,Male,SPK0021
ViSpeech_00506.mp3,South,Male,SPK0021
ViSpeech_00507.mp3,South,Male,SPK0021
ViSpeech_00508.mp3,South,Male,SPK0021
ViSpeech_00509.mp3,North,Male,SPK0014
ViSpeech_00510.mp3,North,Male,SPK0014
ViSpeech_00511.mp3,North,Male,SPK0014
ViSpeech_00512.mp3,North,Male,SPK0014
ViSpeech_00513.mp3,North,Male,SPK0014
ViSpeech_00514.mp3,North,Male,SPK0014
ViSpeech_00515.mp3,North,Male,SPK0014
ViSpeech_00516.mp3,South,Female,SPK0022
ViSpeech_00517.mp3,South,Female,SPK0022
ViSpeech_00518.mp3,South,Female,SPK0022
ViSpeech_00519.mp3,South,Female,SPK0022
ViSpeech_00520.mp3,South,Female,SPK0022
ViSpeech_00521.mp3,South,Female,SPK0022
ViSpeech_00522.mp3,North,Male,SPK0023
ViSpeech_00523.mp3,North,Male,SPK0023
ViSpeech_00524.mp3,North,Male,SPK0023
ViSpeech_00525.mp3,North,Male,SPK0023
ViSpeech_00526.mp3,North,Male,SPK0023
ViSpeech_00527.mp3,North,Female,SPK0024
ViSpeech_00528.mp3,North,Female,SPK0024
ViSpeech_00529.mp3,North,Female,SPK0024
ViSpeech_00530.mp3,North,Female,SPK0024
ViSpeech_00531.mp3,North,Female,SPK0024
ViSpeech_00532.mp3,North,Female,SPK0024
ViSpeech_00533.mp3,North,Female,SPK0024
ViSpeech_00534.mp3,North,Female,SPK0024
ViSpeech_00535.mp3,North,Female,SPK0024
ViSpeech_00536.mp3,North,Male,SPK0025
ViSpeech_00537.mp3,North,Male,SPK0025
ViSpeech_00538.mp3,North,Male,SPK0025
ViSpeech_00539.mp3,North,Male,SPK0025
ViSpeech_00540.mp3,North,Male,SPK0025
ViSpeech_00541.mp3,North,Male,SPK0025
ViSpeech_00542.mp3,North,Male,SPK0025
ViSpeech_00543.mp3,North,Male,SPK0025
ViSpeech_00544.mp3,Central,Male,SPK0026
ViSpeech_00545.mp3,Central,Male,SPK0026
ViSpeech_00546.mp3,Central,Male,SPK0026
ViSpeech_00547.mp3,Central,Male,SPK0026
ViSpeech_00548.mp3,Central,Female,SPK0027
ViSpeech_00549.mp3,Central,Female,SPK0027
ViSpeech_00550.mp3,Central,Female,SPK0027
ViSpeech_00551.mp3,Central,Female,SPK0027
ViSpeech_00552.mp3,Central,Female,SPK0027
